0740000,1826.41,502940,03,35659,63014,+0.0470,+11.1638,+0237.6942,0.0100,316.4652
0745000,1838.46,503225,02,35719,63028,+0.0442,+10.9750,+0248.1611,0.0100,316.6446
0750000,1850.55,503258,00,35738,63053,+0.0912,+10.9529,+0120.0640,0.0100,316.6653
0755000,1862.68,502743,03,35486,62967,+0.0919,+10.9452,+0119.0882,0.0100,316.3413
0760000,1874.81,502347,01,35642,63037,-0.0185,+11.0808,-0599.6830,0.0100,316.0921
0765000,1887.04,503337,02,35679,63178,+0.0062,+10.9061,+1763.7745,0.0100,316.7151
0770000,1899.19,503472,01,35783,63114,+0.0199,+10.8835,+0547.3302,0.0100,316.8000
0775000,1911.30,503352,03,35716,63090,+0.1433,+10.8320,+0075.6155,0.0100,316.7245
0780000,1923.46,503673,03,35633,63170,+0.0660,+10.4930,+0158.8868,0.0100,316.9265
0785000,1935.70,503974,00,35729,63169,-0.1092,+10.9247,-0100.0230,0.0100,317.1159
0790000,1947.97,504071,02,35664,63080,-0.0457,+10.8429,-0237.0908,0.0100,317.1769
0795000,1960.10,503394,02,35350,62961,-0.0238,+11.1269,-0467.8175,0.0100,316.7509
0800000,1972.16,502611,00,35910,63084,-0.0599,+11.2442,-0187.5668,0.0100,316.2582
0805000,1984.23,502627,02,35679,62834,+0.0510,+10.8560,+0212.9607,0.0100,316.2683
0810000,1996.25,502913,00,35886,63031,-0.1163,+10.8735,-0093.5110,0.0100,316.4483
0815000,2008.20,502654,00,35782,63041,-0.1106,+10.7355,-0097.0945,0.0100,316.2853
0820000,2020.25,503183,02,35777,62979,+0.0363,+11.0935,+0305.2677,0.0100,316.6182
0825000,2032.27,502783,01,35374,63028,+0.0166,+11.0272,+0664.4039,0.0100,316.3665
0830000,2044.48,503498,02,35800,63274,-0.0480,+11.2084,-0233.4935,0.0100,316.8164
0835000,2056.42,503671,00,35827,63052,-0.1170,+10.8010,-0092.3530,0.0100,316.9252
0840000,2068.35,503285,03,35605,63047,-0.0632,+10.9889,-0173.7950,0.0100,316.6823
0845000,2080.35,503173,00,35769,63068,-0.1306,+10.8010,-0082.6983,0.0100,316.6119
0850000,2092.38,502751,02,35407,62910,-0.1872,+10.9905,-0058.7167,0.0100,316.3463
0855000,2104.41,502853,03,35474,63020,-0.0007,+10.7692,-15168.5543,0.0100,316.4105
0860000,2116.54,502963,01,35970,63077,+0.0662,+11.1644,+0168.5202,0.0100,316.4797
0865000,2128.61,503006,01,35805,63000,+0.0117,+10.9475,+0938.6460,0.0100,316.5068
0870000,2140.81,502907,02,35643,62997,+0.1014,+10.5747,+0104.2356,0.0100,316.4445
0875000,2153.05,503050,01,35703,63065,-0.1262,+11.0911,-0087.9070,0.0100,316.5345
0880000,2165.01,503913,01,35459,63095,+0.0739,+10.8655,+0147.1238,0.0100,317.0775
0885000,2177.18,503496,05,35792,63290,+0.0775,+10.8517,+0140.0101,0.0100,316.8151
0890000,2189.37,503668,02,35672,63150,+0.1579,+11.1222,+0070.4369,0.0100,316.9233
0895000,2201.60,503812,02,35395,63238,+0.0657,+10.8524,+0165.1553,0.0100,317.0139
0900000,2213.73,503024,01,35828,63194,+0.0231,+11.0399,+0478.2435,0.0100,316.5181
0905000,2225.91,503479,02,35677,63082,-0.1747,+10.7420,-0061.4807,0.0100,316.8044
0910000,2238.18,503674,04,35692,63068,+0.0386,+11.0502,+0286.0148,0.0100,316.9271
0915000,2250.23,502952,02,35477,62890,+0.0211,+10.8307,+0513.8981,0.0100,316.4728
0920000,2262.28,502657,01,35614,62829,+0.0145,+10.8037,+0745.3327,0.0100,316.2872
0925000,2274.47,503011,02,35631,62998,+0.0155,+10.7512,+0693.4401,0.0100,316.5099
0930000,2286.78,503679,01,35669,62990,-0.0489,+10.8370,-0221.7274,0.0100,316.9302
0935000,2298.98,503419,03,35694,63114,+0.1359,+10.8703,+0079.9641,0.0100,316.7666
0940000,2311.10,502922,00,35518,62961,+0.0134,+10.8438,+0811.5011,0.0100,316.4539
0945000,2323.35,502845,04,35683,63107,+0.0349,+11.0023,+0314.8320,0.0100,316.4055
